"fecb4208-f6a1-4768-910d-397e038a0c23","01d5e96a-684c-48bd-afd9-9df0ebcb6c62","ORD","2019-11-15T10:52:59.520Z","CHECKED_IN"
"37f849ea-ae55-49a7-8867-6838e51c5452","01d5e96a-684c-48bd-afd9-9df0ebcb6c62","ORD","2019-11-15T11:23:32.748Z","LOADED"
"bda99517-859f-450d-8fbb-2ebf97cf0b2a","01d5e96a-684c-48bd-afd9-9df0ebcb6c62","PVG","2019-11-16T03:08:24.619Z","UNLOADED"
"0eff63ca-736d-4718-ae41-3176f32913af","01d5e96a-684c-48bd-afd9-9df0ebcb6c62","PVG","2019-11-16T03:36:29.429Z","CLAIMED"
"70cd1dc3-a772-4087-9b13-db8ac151c0e1","07ccb967-6802-45a2-8148-f4b38170363e","LAX","2019-11-15T05:58:05.516Z","CHECKED_IN"
"93a2f5d6-4c7c-4f39-8b61-88ab9340b8e2","07ccb967-6802-45a2-8148-f4b38170363e","LAX","2019-11-15T06:11:56.749Z","LOADED"
"31c7ac3e-5763-4025-a8ad-618eaa155dad","07ccb967-6802-45a2-8148-f4b38170363e","ORD","2019-11-15T10:52:31.373Z","UNLOADED"
"0f9cb08d-1dbc-4230-84a2-b478e6f049ef","07ccb967-6802-45a2-8148-f4b38170363e","ORD","2019-11-15T11:32:30.906Z","CLAIMED"
"7d0b73da-8f79-456f-8996-345144a713e4","0c0387a4-a606-47b9-841a-4aeb1cd83688","ORD","2019-11-15T06:04:34.738Z","CHECKED_IN"
"05162f88-fc97-43ac-8a7b-5ac743ec5c21","0c0387a4-a606-47b9-841a-4aeb1cd83688","ORD","2019-11-15T06:21:13.416Z","LOADED"
"c664199a-9925-4951-809a-aa36d9bfd6ad","0c0387a4-a606-47b9-841a-4aeb1cd83688","ATL","2019-11-15T10:01:26.011Z","UNLOADED"
"878201a3-3f86-40e3-9d24-0c92310949e1","0c0387a4-a606-47b9-841a-4aeb1cd83688","ATL","2019-11-15T10:30:05.554Z","CLAIMED"
"8634d712-a2c2-4755-a464-7868ee0fa17d","0c300901-bdb4-4965-8514-31b66e7c86ac","PVG","2019-11-15T06:21:56.854Z","CHECKED_IN"
"e712703a-9fdd-4e42-ba45-beed068cca12","0c300901-bdb4-4965-8514-31b66e7c86ac","PVG","2019-11-15T06:52:30.220Z","LOADED"
"b18ddef5-80a6-419c-a04a-72a8da482a50","0c300901-bdb4-4965-8514-31b66e7c86ac","LHR","2019-11-15T19:31:43.093Z","UNLOADED"
"ce510e92-011f-4cb5-baf9-0959f20b561c","0c300901-bdb4-4965-8514-31b66e7c86ac","LHR","2019-11-15T19:46:47.179Z","LOADED"
"c1f17e8d-9262-432d-aca4-fc6f5f3301eb","0c300901-bdb4-4965-8514-31b66e7c86ac","DXB","2019-11-15T21:35:01.614Z","UNLOADED"
"3033f794-1dce-4ffe-b33a-1debe0837835","0c300901-bdb4-4965-8514-31b66e7c86ac","ORD","2019-11-15T22:31:58.298Z","MISSING"
"b2da314f-87f9-4960-bd52-ba69405c7e7c","0f4d351d-1be5-454e-bca5-25e4f034ca73","ATL","2019-11-15T08:12:06.749Z","CHECKED_IN"
"4cb7d8f2-5b78-486a-bde0-23f3ac3745ff","0f4d351d-1be5-454e-bca5-25e4f034ca73","ATL","2019-11-15T08:38:38.469Z","LOADED"
"c69e8949-936f-4f5d-ac7d-05fbc1afbc94","0f4d351d-1be5-454e-bca5-25e4f034ca73","ORD","2019-11-15T12:19:40.789Z","UNLOADED"
"394ef9fe-38d9-47ea-adb3-6ae0e8ce4e0e","0f4d351d-1be5-454e-bca5-25e4f034ca73","ORD","2019-11-15T12:49:34.607Z","CLAIMED"
"9ef3db2b-da93-4281-8bcf-310621910bd4","17158d9f-ccd7-4dac-b81c-03e0a42e31c3","PEK","2019-11-15T10:47:54.977Z","CHECKED_IN"
"f9a97ee8-8b8a-4edd-a3a9-097f6a69cf54","17158d9f-ccd7-4dac-b81c-03e0a42e31c3","PEK","2019-11-15T11:38:46.766Z","LOADED"
"ae99fa2a-1a32-4217-a868-370688c1cb6c","17158d9f-ccd7-4dac-b81c-03e0a42e31c3","PVG","2019-11-15T14:53:00.208Z","UNLOADED"
"979f7583-f096-4976-9bcd-26be5d2a9d1d","17158d9f-ccd7-4dac-b81c-03e0a42e31c3","PVG","2019-11-15T15:26:34.369Z","DAMAGED"
"4db3166d-45a1-4f4e-abc2-ce6a36326a74","17158d9f-ccd7-4dac-b81c-03e0a42e31c3","PVG","2019-11-15T16:14:34.516Z","LOADED"
"cdef15c9-c48a-45b9-a210-4335ced734c2","17158d9f-ccd7-4dac-b81c-03e0a42e31c3","DXB","2019-11-15T20:27:11.691Z","UNLOADED"
"d4f76997-5612-4a53-b624-7e3242464e39","17158d9f-ccd7-4dac-b81c-03e0a42e31c3","ATL","2019-11-15T20:50:11.278Z","MISSING"
"0c42ba92-6bfb-46a8-b401-17f51be7ca5f","1ccc4c2b-e9de-441d-a670-4062d39b118a","ATL","2019-11-15T08:11:21.407Z","CHECKED_IN"
"28504b9f-05db-499b-98cd-9344f5698736","1ccc4c2b-e9de-441d-a670-4062d39b118a","ATL","2019-11-15T08:37:03.553Z","LOADED"
"637a1044-0ecc-49b9-97c9-b73f798e46bd","1ccc4c2b-e9de-441d-a670-4062d39b118a","ORD","2019-11-15T12:17:20.590Z","UNLOADED"
"cde78df2-0918-4ee9-ae30-04875e63c125","1ccc4c2b-e9de-441d-a670-4062d39b118a","ORD","2019-11-15T12:48:29.367Z","CLAIMED"
"ee180f36-a459-49a8-8c63-f1ca7afe9eac","267c8126-b658-426a-99e8-44b553828790","DXB","2019-11-15T01:29:35.899Z","CHECKED_IN"
"a6c853be-f0cf-44f7-a2ce-0e45e2fa06c0","267c8126-b658-426a-99e8-44b553828790","DXB","2019-11-15T02:17:48.565Z","LOADED"
"e069ed37-de64-4309-8186-57cb6e593ea3","267c8126-b658-426a-99e8-44b553828790","HND","2019-11-15T19:27:29.214Z","UNLOADED"
"f941067a-3f53-4429-899f-328c681b7efe","267c8126-b658-426a-99e8-44b553828790","CDG","2019-11-15T19:44:34.831Z","MISSING"
"f914421c-8010-4d23-b156-17553e89dcba","36cdc861-5370-472e-9e7c-1f605b5a6996","HEL","2019-11-15T10:45:38.361Z","CHECKED_IN"
"08590104-5775-487f-9eab-c736655f6c03","36cdc861-5370-472e-9e7c-1f605b5a6996","HEL","2019-11-15T11:06:31.781Z","LOADED"
"8ab9d1f8-a4bd-4e4d-8128-0784c072cbf6","36cdc861-5370-472e-9e7c-1f605b5a6996","PEK","2019-11-15T19:48:31.077Z","UNLOADED"
"2dc58b6c-b492-4444-a2ff-d62998c083f9","36cdc861-5370-472e-9e7c-1f605b5a6996","PEK","2019-11-15T20:13:49.684Z","CLAIMED"
"bbc4fcbe-fbc1-433f-9c1e-7ea9e377208a","4202cdca-9176-4b6c-aced-745f90741712","HKG","2019-11-15T03:34:38.057Z","CHECKED_IN"
"ff643632-2695-4a97-8b69-efe151639e9a","4202cdca-9176-4b6c-aced-745f90741712","HKG","2019-11-15T04:28:01.831Z","LOADED"
"6fc672b2-95c8-4c93-90fd-8109336cd51a","4202cdca-9176-4b6c-aced-745f90741712","PVG","2019-11-15T08:04:14.758Z","UNLOADED"
"fd7e0454-483a-4178-a09c-4d9852408d70","4202cdca-9176-4b6c-aced-745f90741712","PVG","2019-11-15T08:49:27.087Z","CLAIMED"
"0aa373c0-c035-4e1f-8f76-054bba9e645d","483aecd2-81eb-4a24-b4f8-3dafa619be4e","CDG","2019-11-15T09:19:48.153Z","CHECKED_IN"
"346378eb-6ea0-4d44-8c55-b19ad4e32d0d","483aecd2-81eb-4a24-b4f8-3dafa619be4e","CDG","2019-11-15T09:43:30.145Z","LOADED"
"2c8a8c31-377c-4881-a127-7e1d6601d863","483aecd2-81eb-4a24-b4f8-3dafa619be4e","ORD","2019-11-15T20:32:02.197Z","UNLOADED"
"cddcd878-7d2b-4224-b4cf-068ed9496c74","483aecd2-81eb-4a24-b4f8-3dafa619be4e","ORD","2019-11-15T21:03:33.462Z","CLAIMED"
"b4bde993-1ed2-4642-a102-7f35d82ae97e","5731ff16-6e76-4947-abce-f1fbbb68f936","LHR","2019-11-15T02:30:23.765Z","CHECKED_IN"
"cae782c0-c250-4df5-ab15-ac10d1496cba","5731ff16-6e76-4947-abce-f1fbbb68f936","LHR","2019-11-15T03:09:17.181Z","LOADED"
"3e16baff-27d9-486e-8824-80043bf1d070","5731ff16-6e76-4947-abce-f1fbbb68f936","ORD","2019-11-15T13:46:49.185Z","UNLOADED"
"201bda8a-42b4-45e2-a6c2-b36733587d50","5731ff16-6e76-4947-abce-f1fbbb68f936","ORD","2019-11-15T14:33:06.530Z","LOADED"
"2a2c697f-d7e7-43ba-9dd3-d496a57ad689","5731ff16-6e76-4947-abce-f1fbbb68f936","ATL","2019-11-15T17:55:15.411Z","UNLOADED"
"a61c0de7-b564-4aac-897a-983f91fd3d25","5731ff16-6e76-4947-abce-f1fbbb68f936","ATL","2019-11-15T18:19:10.092Z","DAMAGED"
"c94eaf3f-5a5b-41ef-9529-e6a17271026a","5731ff16-6e76-4947-abce-f1fbbb68f936","ATL","2019-11-15T19:14:37.060Z","LOADED"
"28d5271c-adca-4cb5-8a36-aab7ffdd2de4","5731ff16-6e76-4947-abce-f1fbbb68f936","DXB","2019-11-16T12:55:12.127Z","UNLOADED"
"c57b03c1-eef2-4b1a-b834-257c911221a7","5731ff16-6e76-4947-abce-f1fbbb68f936","DXB","2019-11-16T14:02:22.082Z","LOADED"
"1e3e9fa3-55f4-410e-beb5-56742d83f15c","5731ff16-6e76-4947-abce-f1fbbb68f936","HND","2019-11-17T01:00:45.752Z","UNLOADED"
"6117082f-ccfb-4eb2-838b-7ac59e3a943e","5731ff16-6e76-4947-abce-f1fbbb68f936","HND","2019-11-17T01:13:13.171Z","CLAIMED"
"235a0c93-166e-477e-b621-323cd56906e4","5af7a198-d7d0-4025-8387-a4825828b85a","ORD","2019-11-15T06:05:15.060Z","CHECKED_IN"
"b0cab476-0663-4509-9e0f-57250024c72d","5af7a198-d7d0-4025-8387-a4825828b85a","ORD","2019-11-15T06:19:10.569Z","LOADED"
"ce40709b-2f3c-4575-bae8-b4f175551b2c","5af7a198-d7d0-4025-8387-a4825828b85a","ATL","2019-11-15T10:03:08.193Z","UNLOADED"
"5cd02b59-8a78-4407-9ab4-c9eb6c1d2243","5af7a198-d7d0-4025-8387-a4825828b85a","ATL","2019-11-15T10:33:43.598Z","CLAIMED"
"ded70daf-d38d-40cf-a80a-34ffa89dc6ed","5b1c521f-e004-416a-bf4f-2d4ff704e30d","HEL","2019-11-15T07:20:42.978Z","CHECKED_IN"
"501941a8-d7f5-481b-a020-556e7b897160","5b1c521f-e004-416a-bf4f-2d4ff704e30d","HEL","2019-11-15T07:59:28.964Z","LOADED"
"35dcaf0f-a572-429b-8bd0-28c5b083d92d","5b1c521f-e004-416a-bf4f-2d4ff704e30d","ATL","2019-11-15T10:56:25.493Z","UNLOADED"
"3487a69c-822d-42a0-8e71-7389ba820ec4","5b1c521f-e004-416a-bf4f-2d4ff704e30d","LHR","2019-11-15T11:15:57.718Z","MISSING"
"afe22684-86c1-462e-a674-b8d279ee4e7a","7453e7be-7471-4d9a-9e20-f91ffdbbd19c","ATL","2019-11-15T08:13:32.162Z","CHECKED_IN"
"961f95eb-5f10-4fe5-a554-e664d5e01068","7453e7be-7471-4d9a-9e20-f91ffdbbd19c","ATL","2019-11-15T08:32:36.729Z","LOADED"
"1a9db0c7-7b27-44f0-b633-b9558fe7e364","7453e7be-7471-4d9a-9e20-f91ffdbbd19c","ORD","2019-11-15T12:12:32.766Z","UNLOADED"
"ed70e7eb-654b-4792-ac90-47da501beb71","7453e7be-7471-4d9a-9e20-f91ffdbbd19c","ORD","2019-11-15T12:45:58.710Z","CLAIMED"
"7fcec660-175b-48db-a505-383163e188c7","78696b39-e03b-49b0-be09-bdb8f89af67d","HEL","2019-11-15T02:04:23.318Z","CHECKED_IN"
"eed8e8cc-7e37-4afa-98d1-0f94df0f5024","78696b39-e03b-49b0-be09-bdb8f89af67d","HEL","2019-11-15T02:15:36.885Z","LOADED"
"366f6261-2628-43b4-b9d2-a6568a064bcb","78696b39-e03b-49b0-be09-bdb8f89af67d","LAX","2019-11-15T14:38:36.983Z","UNLOADED"
"2b816e91-e8d6-42b2-8e90-c5f09bc54234","78696b39-e03b-49b0-be09-bdb8f89af67d","LAX","2019-11-15T15:06:47.453Z","DAMAGED"
"4f60827b-f411-4876-8159-3a0c62ed6a4c","78696b39-e03b-49b0-be09-bdb8f89af67d","LAX","2019-11-15T15:37:38.590Z","CLAIMED"
"78eb59a2-b01d-4ab8-ab8a-b7077eb3e1e4","87c30225-c890-4e32-a434-b33d9c3ce6af","DXB","2019-11-15T09:34:45.325Z","CHECKED_IN"
"11012144-0418-40ea-a41e-b0a8a037b238","87c30225-c890-4e32-a434-b33d9c3ce6af","DXB","2019-11-15T10:32:16.796Z","LOADED"
"9c6b3a12-6b3e-4633-aa67-f91336e445d0","87c30225-c890-4e32-a434-b33d9c3ce6af","ATL","2019-11-16T04:15:18.550Z","UNLOADED"
"ce9d57b4-d1c4-4b6c-862a-f1d633781559","87c30225-c890-4e32-a434-b33d9c3ce6af","ATL","2019-11-16T04:33:51.149Z","CLAIMED"
"a7d9f160-a9c0-4e84-b9c6-2fc2a33b9ecd","8a17feb4-4c56-47c5-86f7-621157067688","PVG","2019-11-15T09:28:54.565Z","CHECKED_IN"
"8f0851a5-6bcb-4329-bd03-5ffcf9a3034d","8a17feb4-4c56-47c5-86f7-621157067688","PVG","2019-11-15T09:35:52.817Z","LOADED"
"2455bd57-7bef-45d7-ad57-900b4a82d427","8a17feb4-4c56-47c5-86f7-621157067688","LAX","2019-11-16T00:46:57.677Z","UNLOADED"
